Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Fertilizer_per_Area,Pesticide_per_Area,Production_per_Area,Yield
Rice,2001,Summer,West Bengal,1366273.0,4166145,1556.6,139537461.5,355230.98,102.13000000731918,0.26,3.049277121043891,2.788823529
Rice,2001,Winter,West Bengal,3783766.0,8917625,1556.6,386436021.6,983779.16,102.13000000528575,0.26,2.356811969873401,2.235294118
Rice,2002,Kharif,Andhra Pradesh,2109301.0,5054013,648.1,199687525.7,527325.25,94.67000001422272,0.25,2.396060590688574,2.202727273
Rice,2002,Rabi,Andhra Pradesh,712766.0,2272773,648.1,67477557.22,178191.5,94.67,0.25,3.1886664066467816,2.533636364
Rice,2002,Kharif,Arunachal Pradesh,124584.0,152500,2832.8,11794367.28,31146.0,94.67,0.25,1.2240737173312786,1.182666667
Rice,2002,Autumn,Assam,464497.0,444884,1973.6,43973930.99,116124.25,94.67,0.25,0.9577758306296918,1.076521739
Rice,2002,Summer,Assam,327468.0,622358,1973.6,31001395.56,81867.0,94.67,0.25,1.9005154702138836,1.794347826
Rice,2002,Winter,Assam,1748715.0,2670560,1973.6,165550849.1,437178.75,94.67000002859243,0.25,1.5271556542947249,1.545652174
Rice,2002,Autumn,Bihar,583274.0,682933,1105.8,55218549.58,145818.5,94.67,0.25,1.1708613790431255,1.060714286
Rice,2002,Summer,Bihar,120354.0,197607,1105.8,11393913.18,30088.5,94.67,0.25,1.6418814497233163,1.625517241
Rice,2002,Winter,Bihar,2881073.0,4205026,1105.8,272751180.9,720268.25,94.66999999652906,0.25,1.4595346941920597,1.345945946
Rice,2002,Kharif,Chhattisgarh,3777661.0,2634853,1001.4,357631166.9,944415.25,94.67000000794141,0.25,0.6974826486548158,0.710625
Rice,2002,Kharif,Delhi,6096.0,12907,593.6,577108.32,1524.0,94.66999999999999,0.25,2.117290026246719,2.12
Rice,2002,Kharif,Goa,33728.0,90072,2516.3,3193029.76,8432.0,94.66999999999999,0.25,2.6705407969639468,2.67
Rice,2002,Rabi,Goa,16441.0,44695,2516.3,1556469.47,4110.25,94.67,0.25,2.7185086065324495,2.72
Rice,2002,Kharif,Gujarat,469000.0,541700,458.4,44400230.0,117250.0,94.67,0.25,1.1550106609808102,1.209230769
Rice,2002,Summer,Gujarat,11800.0,54700,458.4,1117106.0,2950.0,94.67,0.25,4.635593220338983,4.53
Rice,2002,Kharif,Haryana,905651.0,2468000,353.9,85737980.17,226412.75,94.67,0.25,2.725111549592503,2.495
Rice,2002,Kharif,Himachal Pradesh,83273.0,85653,890.8,7883454.91,20818.25,94.67,0.25,1.028580692421313,1.133636364
Rice,2002,Kharif,Jammu and Kashmir,236199.0,421457,933.2,22360959.33,59049.75,94.66999999999999,0.25,1.7843301622784178,1.708333333
Rice,2002,Autumn,Jharkhand,136359.61,89082,1041.2,12909164.28,34089.9025,94.67000000953362,0.25,0.6532872893960316,1.516666667
Rice,2002,Winter,Jharkhand,922658.68,974008,1041.2,87348097.24,230664.67,94.67000000476881,0.25,1.0556536464817086,1.062222222
Rice,2002,Kharif,Karnataka,1030464.0,2103709,860.8,97554026.88,257616.0,94.67,0.25,2.041516248990746,2.035185185
Rice,2002,Rabi,Karnataka,50456.0,102312,860.8,4776669.52,12614.0,94.66999999999999,0.25,2.027746947835738,2.000666667
Rice,2002,Summer,Karnataka,73863.0,184064,860.8,6992610.21,18465.75,94.67,0.25,2.4919648538510484,2.378
Rice,2002,Autumn,Kerala,112438.0,233217,2511.2,10644505.46,28109.5,94.67,0.25,2.0741831053558406,2.130769231
Rice,2002,Summer,Kerala,41079.0,111850,2511.2,3888948.93,10269.75,94.67,0.25,2.7228024051218385,2.212142857
Rice,2002,Winter,Kerala,157004.0,343792,2511.2,14863568.68,39251.0,94.67,0.25,2.1897021731930395,2.123571429
Rice,2002,Kharif,Madhya Pradesh,1671107.0,1024930,800.8,158203699.7,417776.75,94.67000000598405,0.25,0.6133239822464989,0.608
Rice,2002,Kharif,Maharashtra,1496800.0,1793000,967.4,141702056.0,374200.0,94.67,0.25,1.1978888295029395,0.8903125
Rice,2002,Summer,Maharashtra,26500.0,61100,967.4,2508755.0,6625.0,94.67,0.25,2.3056603773584907,2.288
Rice,2002,Kharif,Manipur,153110.0,335700,1743.7,14494923.7,38277.5,94.67,0.25,2.1925413101691595,2.034444444
Rice,2002,Kharif,Meghalaya,107742.0,190937,4355.3,10199935.14,26935.5,94.67,0.25,1.77216869930018,1.767142857
Rice,2002,Kharif,Mizoram,57067.0,109205,2627.0,5402532.89,14266.75,94.66999999999999,0.25,1.913627840958873,1.89
Rice,2002,Kharif,Nagaland,150000.0,223400,1536.6,14200500.0,37500.0,94.67,0.25,1.4893333333333334,1.46375
Rice,2002,Kharif,Odisha,4273000.0,3278000,1102.8,404524910.0,1068250.0,94.67,0.25,0.7671425228176925,0.753333333
Rice,2002,Kharif,Puducherry,24142.0,57514,1434.5875,2285523.14,6035.5,94.67,0.25,2.382321265843758,2.56
Rice,2002,Kharif,Punjab,2530000.0,8880000,301.8,239515100.0,632500.0,94.67,0.25,3.5098814229249014,3.438823529
Rice,2002,Kharif,Sikkim,14790.0,21220,2496.2,1400169.3,3697.5,94.67,0.25,1.4347532116294794,1.4325
Rice,2002,Kharif,Tamil Nadu,1516537.0,3577108,315.9,143570557.8,379134.25,94.67000000659398,0.25,2.3587344060843884,2.884642857
Rice,2002,Kharif,Tripura,255270.0,602410,2579.8,24166410.9,63817.5,94.66999999999999,0.25,2.3598934461550516,2.255
Rice,2002,Kharif,Uttar Pradesh,5209137.0,9586935,664.0,493148999.8,1302284.25,94.6700000019197,0.25,1.8404075377552942,1.765942029
Rice,2002,Summer,Uttar Pradesh,4292.0,9411,664.0,406323.64,1073.0,94.67,0.25,2.1926840633737186,1.960952381
Rice,2002,Kharif,Uttarakhand,271219.0,511526,1610.3,25676302.73,67804.75,94.67,0.25,1.8860256840413099,1.461538462
Rice,2002,Rabi,Uttarakhand,4090.0,11649,1610.3,387200.3,1022.5,94.67,0.25,2.8481662591687043,2.8
Rice,2002,Autumn,West Bengal,384965.0,796652,1629.1,36444636.55,96241.25,94.66999999999999,0.25,2.069414102580754,2.092777778
Rice,2002,Summer,West Bengal,1406078.0,4198595,1629.1,133113404.3,351519.5,94.67000002844792,0.25,2.986032780542758,2.747777778
Rice,2002,Winter,West Bengal,4051084.0,9393991,1629.1,383516122.3,1012771.0,94.67000000493695,0.25,2.318883291484452,2.221666667
Rice,2003,Kharif,Andhra Pradesh,2108904.0,5841539,826.0,208739317.9,506136.96,98.9799999905164,0.24000000000000002,2.769940689571455,2.670909091
Rice,2003,Rabi,Andhra Pradesh,865734.0,3111263,826.0,85690351.32,207776.16,98.97999999999999,0.24,3.593786313116962,2.729090909
Rice,2003,Kharif,Arunachal Pradesh,119205.0,154589,2782.2,11798910.9,28609.2,98.98,0.24000000000000002,1.2968331865274108,1.201333333
Rice,2003,Autumn,Assam,441143.0,430374,2213.7,43664334.14,105874.32,98.98,0.24000000000000002,0.9755884146410574,1.118695652
Rice,2003,Summer,Assam,319480.0,573189,2213.7,31622130.4,76675.2,98.97999999999999,0.24,1.7941310880180292,1.493913043
Rice,2003,Winter,Assam,1769203.0,2877371,2213.7,175115712.9,424608.72,98.97999997739095,0.24,1.6263656573044472,1.618695652
Rice,2003,Autumn,Bihar,553904.0,688189,1353.9,54825417.92,132936.96,98.98,0.24,1.2424337069239435,1.141666667
Rice,2003,Kharif,Bihar,190236.0,270831,1353.9,18829559.28,45656.64,98.98,0.24,1.423657982716205,1.42
Rice,2003,Summer,Bihar,116885.0,169902,1353.9,11569277.3,28052.4,98.98,0.24000000000000002,1.4535825811695255,1.324642857
Rice,2003,Winter,Bihar,2907199.0,4589705,1353.9,287754557.0,697727.76,98.97999999312053,0.24,1.5787378160215382,1.456315789
Rice,2003,Kharif,Chhattisgarh,3828992.0,5567644,1643.7,378993628.2,918958.08,98.98000001044662,0.24,1.4540756418399412,1.4375
Rice,2003,Kharif,Delhi,6549.0,17909,962.3,648220.02,1571.76,98.98,0.24,2.7346159719041077,2.73
Rice,2003,Kharif,Goa,35471.0,115996,3011.6,3510919.58,8513.04,98.98,0.24000000000000002,3.270164359617716,3.27
Rice,2003,Rabi,Goa,17330.0,54665,3011.6,1715323.4,4159.2,98.97999999999999,0.24,3.1543566070398152,3.15
Rice,2003,Kharif,Gujarat,651400.0,1193200,902.5,64475572.0,156336.0,98.98,0.24,1.8317470064476513,1.7125
Rice,2003,Summer,Gujarat,23900.0,83800,902.5,2365622.0,5736.0,98.98,0.24,3.506276150627615,3.565714286
Rice,2003,Kharif,Haryana,1015191.0,2790000,592.3,100483605.2,243645.84,98.98000001970073,0.24,2.748251314284701,2.733333333
Rice,2003,Kharif,Himachal Pradesh,81335.0,120624,1112.6,8050538.3,19520.4,98.98,0.24000000000000002,1.4830515768119505,1.469090909
Rice,2003,Kharif,Jammu and Kashmir,259815.0,504797,1430.3,25716488.7,62355.6,98.98,0.24,1.9429093778265305,1.870833333
Rice,2003,Autumn,Jharkhand,614160.1,418254,1258.3,60789566.7,147398.424,98.98000000325649,0.24000000000000002,0.6810178648857196,0.74
Rice,2003,Winter,Jharkhand,1437560.59,1525099,1258.3,142289747.2,345014.5416,98.98000000125211,0.24,1.060893718573629,0.998636364
Rice,2003,Kharif,Karnataka,944272.0,2100123,867.6,93464042.56,226625.28,98.98,0.24,2.2240657352966093,2.133333333
Rice,2003,Rabi,Karnataka,54629.0,158046,867.6,5407178.42,13110.96,98.98,0.24,2.893078767687492,2.892
Rice,2003,Summer,Karnataka,74998.0,292230,867.6,7423302.04,17999.52,98.98,0.24000000000000002,3.8965039067708473,3.8768
Rice,2003,Autumn,Kerala,102770.0,220132,2386.0,10172174.6,24664.8,98.97999999999999,0.24,2.1419869611754403,2.140769231
Rice,2003,Summer,Kerala,37186.0,83239,2386.0,3680670.28,8924.64,98.97999999999999,0.24,2.2384499542838703,1.845
Rice,2003,Winter,Kerala,147384.0,266674,2386.0,14588068.32,35372.16,98.98,0.24000000000000002,1.8093822938717907,1.960714286
Rice,2003,Kharif,Madhya Pradesh,1708583.0,1743430,1163.0,169115545.3,410059.92,98.9799999765888,0.24,1.0203952632093378,0.997916667
Rice,2003,Kharif,Maharashtra,1500400.0,2768600,1037.4,148509592.0,360096.0,98.98,0.24,1.8452412689949347,1.232258065
Rice,2003,Summer,Maharashtra,29500.0,65500,1037.4,2919910.0,7080.0,98.98,0.24,2.2203389830508473,2.217
Rice,2003,Kharif,Manipur,157830.0,381240,687.7,15622013.4,37879.2,98.98,0.24,2.4155103592472913,2.305555556
Rice,2003,Kharif,Meghalaya,109721.0,200703,3321.3,10860184.58,26333.04,98.98,0.24000000000000002,1.829212274769643,1.798571429
Rice,2003,Kharif,Mizoram,59196.0,114630,2499.5,5859220.08,14207.04,98.98,0.24000000000000002,1.936448408676262,1.925
Rice,2003,Kharif,Nagaland,155000.0,220990,1709.8,15341900.0,37200.0,98.98,0.24,1.425741935483871,1.36
Rice,2003,Rabi,Nagaland,1000.0,2000,1709.8,98980.0,240.0,98.98,0.24,2.0,1.945
Rice,2003,Kharif,Odisha,4501000.0,6801000,1648.2,445508980.0,1080240.0,98.98,0.24,1.5109975560986448,1.516333333
Rice,2003,Kharif,Puducherry,25065.0,67003,1434.5875,2480933.7,6015.6,98.98,0.24000000000000002,2.6731697586275684,2.993333333
Rice,2003,Kharif,Punjab,2614000.0,9656000,451.7,258733720.0,627360.0,98.98,0.24,3.693955623565417,3.678235294
Rice,2003,Kharif,Sikkim,14740.0,21190,2838.1,1458965.2,3537.6,98.97999999999999,0.24,1.437584803256445,1.4275
Rice,2003,Kharif,Tamil Nadu,1396651.0,3222776,345.6,138240516.0,335196.24,98.98000001431997,0.24,2.3075027333242164,2.728214286
Rice,2003,Kharif,Tripura,257440.0,616820,2487.9,25481411.2,61785.6,98.98,0.24,2.3959757613424486,2.31
Rice,2003,Kharif,Uttar Pradesh,5719933.0,12476923,1075.6,566158968.3,1372783.92,98.9799999930069,0.24,2.1813057950154313,2.066285714
Rice,2003,Summer,Uttar Pradesh,7839.0,18016,1075.6,775904.22,1881.36,98.97999999999999,0.24,2.2982523281030742,2.1595
Rice,2003,Kharif,Uttarakhand,271671.0,520831,1734.3,26889995.58,65201.04,98.97999999999999,0.24,1.917138745026153,1.640769231
Rice,2003,Summer,Uttarakhand,5655.0,21126,1734.3,559731.9,1357.2,98.98,0.24000000000000002,3.735809018567639,3.66
Rice,2003,Autumn,West Bengal,339753.0,719205,1526.7,33628751.94,81540.72,98.97999999999999,0.24,2.1168466503607033,2.131666667
Rice,2003,Summer,West Bengal,1390148.0,4289454,1526.7,137596849.0,333635.52,98.97999997122608,0.24000000000000002,3.0856095897702978,2.879444444
Rice,2003,Winter,West Bengal,4126706.0,9653580,1526.7,408461359.9,990409.44,98.98000000484647,0.24,2.339294342751822,2.283333333
Rice,2004,Kharif,Andhra Pradesh,2215067.0,6392717,781.8,239980358.8,465164.07,108.34000000902908,0.21,2.8860151859966314,2.720454545
Rice,2004,Rabi,Andhra Pradesh,871135.0,3208328,781.8,94378765.9,182938.35,108.34,0.21000000000000002,3.682928593157203,2.83
Rice,2004,Kharif,Arunachal Pradesh,121642.0,134950,2939.5,13178694.28,25544.82,108.33999999999999,0.21,1.1094030022525114,1.080625
Rice,2004,Autumn,Assam,436244.0,286330,2536.9,47262674.96,91611.24,108.34,0.21000000000000002,0.656352866744299,0.802173913
Rice,2004,Summer,Assam,311437.0,610136,2536.9,33741084.58,65401.77,108.33999999999999,0.21,1.9590992720839207,1.764347826
Rice,2004,Winter,Assam,1636050.0,2574284,2536.9,177249657.0,343570.5,108.34,0.21,1.5734751382903946,1.551304348
Rice,2004,Autumn,Bihar,534477.0,477325,1147.8,57905238.18,112240.17,108.34,0.21,0.89306929952084,0.788148148
Rice,2004,Summer,Bihar,116220.0,166198,1147.8,12591274.8,24406.2,108.34,0.21000000000000002,1.4300292548614697,1.437407407
Rice,2004,Winter,Bihar,2489419.0,1828633,1147.8,269703654.5,522777.99,108.340000016068,0.21,0.7345621608897498,0.647105263
Rice,2004,Kharif,Chhattisgarh,3843825.0,4586818,1122.8,416440000.5,807203.25,108.34,0.21,1.1932952202558649,1.160625
Rice,2004,Kharif,Delhi,8431.0,28216,651.9,913414.54,1770.51,108.34,0.21,3.3466967145059896,3.35
Rice,2004,Kharif,Goa,52442.0,145174,2518.0,5681566.28,11012.82,108.34,0.21,2.7682773349605276,2.75
Rice,2004,Kharif,Gujarat,665600.0,1157300,719.8,72111104.0,139776.0,108.34,0.21,1.7387319711538463,1.730666667
Rice,2004,Summer,Gujarat,13800.0,39200,719.8,1495092.0,2898.0,108.34,0.21,2.8405797101449277,2.68625
Rice,2004,Kharif,Haryana,1024236.0,3010000,484.6,110965728.2,215089.56,108.3399999609465,0.21,2.9387758290081583,2.832777778
Rice,2004,Kharif,Himachal Pradesh,79519.0,109129,939.2,8615088.46,16698.99,108.34000000000002,0.21000000000000002,1.3723638375734102,1.454545455
Rice,2004,Kharif,Jammu and Kashmir,250044.0,492732,1032.1,27089766.96,52509.24,108.34,0.21,1.9705811777127225,1.838333333
Rice,2004,Autumn,Jharkhand,153608.9,105328,1149.2,16641988.23,32257.869,108.34000002604016,0.21,0.6856894359636714,0.714
Rice,2004,Winter,Jharkhand,980642.41,901045,1149.2,106242798.7,205934.9061,108.34000000061184,0.21,0.9188313607607487,0.85
Rice,2004,Kharif,Karnataka,1055061.0,2627561,1117.7,114305308.7,221562.81,108.3399999620875,0.21,2.490435150195107,2.37
Rice,2004,Rabi,Karnataka,43861.0,144235,1117.7,4751900.74,9210.81,108.34,0.21,3.2884567155331617,3.388666667
Rice,2004,Summer,Karnataka,209257.0,935326,1117.7,22670903.38,43943.97,108.33999999999999,0.21,4.469747726479879,4.251666667
Rice,2004,Autumn,Kerala,105349.0,241824,2880.2,11413510.66,22123.29,108.34,0.21000000000000002,2.295456055586669,2.271538462
Rice,2004,Summer,Kerala,35732.0,89752,2880.2,3871204.88,7503.72,108.34,0.21000000000000002,2.511810142169484,2.256923077
Rice,2004,Winter,Kerala,148893.0,335529,2880.2,16131067.62,31267.53,108.33999999999999,0.21,2.253490761822248,2.175714286
Rice,2004,Kharif,Madhya Pradesh,1675513.0,1302615,895.7,181525078.4,351857.73,108.33999998806335,0.21,0.7774424907476098,0.803541667
Rice,2004,Kharif,Maharashtra,1488200.0,2098200,1052.0,161231588.0,312522.0,108.34,0.21,1.409891143663486,1.022903226
Rice,2004,Summer,Maharashtra,20500.0,49000,1052.0,2220970.0,4305.0,108.34,0.21,2.3902439024390243,2.463
Rice,2004,Kharif,Manipur,176310.0,435930,1613.3,19101425.4,37025.1,108.33999999999999,0.21,2.4725199931938064,2.327777778
Rice,2004,Autumn,Meghalaya,32667.0,37766,4767.9,3539142.78,6860.07,108.33999999999999,0.21,1.1560902439771024,1.492857143
Rice,2004,Summer,Meghalaya,9224.0,37439,4767.9,999328.16,1937.04,108.34,0.21,4.058868169991327,2.078333333
Rice,2004,Winter,Meghalaya,69659.0,118514,4767.9,7546856.06,14628.39,108.33999999999999,0.21,1.7013451241045665,1.792857143
Rice,2004,Kharif,Mizoram,57085.0,107660,2640.8,6184588.9,11987.85,108.34,0.21000000000000002,1.8859595340282036,1.9225
Rice,2004,Kharif,Nagaland,153000.0,259750,1711.5,16576020.0,32130.0,108.34,0.21,1.6977124183006536,1.65625
Rice,2004,Rabi,Nagaland,1000.0,2000,1711.5,108340.0,210.0,108.34,0.21,2.0,1.99
Rice,2004,Autumn,Odisha,824000.0,677000,1290.4,89272160.0,173040.0,108.34,0.21,0.8216019417475728,0.98
Rice,2004,Summer,Odisha,293000.0,652000,1290.4,31743620.0,61530.0,108.34,0.21,2.2252559726962455,1.938148148
Rice,2004,Winter,Odisha,3375000.0,5207000,1290.4,365647500.0,708750.0,108.34,0.21,1.5428148148148149,1.511333333
Rice,2004,Autumn,Puducherry,6237.0,17257,1434.5875,675716.58,1309.77,108.33999999999999,0.21,2.7668751002084337,2.76
Rice,2004,Summer,Puducherry,5689.0,15537,1434.5875,616346.26,1194.69,108.34,0.21000000000000002,2.7310599402355424,2.73
Rice,2004,Winter,Puducherry,12896.0,28242,1434.5875,1397152.64,2708.16,108.33999999999999,0.21,2.189981389578164,2.803333333
Rice,2004,Kharif,Punjab,2800000.0,10437000,366.4,303352000.0,588000.0,108.34,0.21,3.7275,3.788823529
Rice,2004,Kharif,Sikkim,9070.0,21610,1650.5,982643.8,1904.7,108.34,0.21,2.38257993384785,4.7875
Rice,2004,Kharif,Tamil Nadu,1872822.0,5061622,1034.0,202901535.5,393292.62,108.34000001067908,0.21,2.702671156148315,3.015172414
Rice,2004,Kharif,Tripura,256076.0,602221,2706.3,27743273.84,53775.96,108.34,0.21,2.351727612115153,2.24
Rice,2004,Kharif,Uttar Pradesh,5934405.0,10749989,704.0,642933437.7,1246225.05,108.34,0.21000000000000002,1.811468715060735,1.827714286
Rice,2004,Kharif,Uttarakhand,281464.0,537876,1219.6,30493809.76,59107.44,108.34,0.21000000000000002,1.9109939459398004,1.592307692
Rice,2004,Summer,Uttarakhand,7511.0,22367,1219.6,813741.74,1577.31,108.34,0.21,2.977899081347357,2.975
Rice,2004,Autumn,West Bengal,320822.0,653044,1612.9,34757855.48,67372.62,108.33999999999999,0.21,2.035533722749687,2.037222222
Rice,2004,Summer,West Bengal,1376387.0,4257111,1612.9,149117767.6,289041.27,108.34000001453079,0.21000000000000002,3.092960773387136,2.857777778
Rice,2004,Winter,West Bengal,4086404.0,9974734,1612.9,442721009.4,858144.84,108.34000000978855,0.21,2.4409564007866082,2.336111111
Rice,2005,Kharif,Andhra Pradesh,2526108.0,6376990,1075.5,302930871.4,530482.68,119.92000001583463,0.21000000000000002,2.5244328429346647,2.549090909
Rice,2005,Rabi,Andhra Pradesh,1455643.0,5326634,1075.5,174560708.6,305685.03,119.92000002747926,0.21000000000000002,3.6592997046665974,3.132272727
Rice,2005,Kharif,Arunachal Pradesh,122267.0,146191,2767.0,14662258.64,25676.07,119.92,0.21,1.1956701317608185,1.16125
Rice,2005,Autumn,Assam,398316.0,398077,2184.6,47766054.72,83646.36,119.92,0.21,0.9993999738900772,1.132222222
Rice,2005,Summer,Assam,314671.0,559969,2184.6,37735346.32,66080.91,119.92,0.21000000000000002,1.7795379936505111,1.637692308
Rice,2005,Winter,Assam,1707340.0,2594392,2184.6,204744212.8,358541.4,119.92,0.21000000000000002,1.519552051729591,1.502592593
Rice,2005,Autumn,Bihar,533233.0,503448,907.8,63945301.36,111978.93,119.92,0.21,0.9441426168297911,0.962666667
Rice,2005,Summer,Bihar,113251.0,182827,907.8,13581059.92,23782.71,119.92,0.21,1.61435219115063,1.304583333
Rice,2005,Winter,Bihar,2604752.0,3023010,907.8,312361859.8,546997.92,119.91999998464345,0.21000000000000002,1.1605749798829217,1.035263158
Rice,2005,Kharif,Chhattisgarh,3854352.0,5267537,1292.7,462213891.8,809413.92,119.91999998962213,0.21000000000000002,1.3666465854701386,1.30375
Rice,2005,Kharif,Delhi,7506.0,21092,653.1,900119.52,1576.26,119.92,0.21,2.8100186517452705,2.81
Rice,2005,Kharif,Goa,52177.0,147236,3392.8,6257065.84,10957.17,119.92,0.21,2.8218563734979014,2.81
Rice,2005,Kharif,Gujarat,648300.0,1209300,942.4,77744136.0,136143.0,119.92,0.21,1.8653401203146691,1.843125
Rice,2005,Summer,Gujarat,24600.0,74300,942.4,2950032.0,5166.0,119.92,0.21,3.0203252032520327,3.054444444
Rice,2005,Kharif,Haryana,1046588.0,3194000,516.9,125506833.0,219783.48,119.92000003821943,0.21000000000000002,3.051821729276468,2.940526316
Rice,2005,Kharif,Himachal Pradesh,79366.0,112139,1248.1,9517570.72,16666.86,119.92,0.21000000000000002,1.4129350099538844,1.396363636
Rice,2005,Kharif,Jammu and Kashmir,259014.0,556774,1721.8,31060958.88,54392.94,119.92,0.21000000000000002,2.1495903696325294,2.040833333
Rice,2005,Autumn,Jharkhand,149362.86,77860,965.2,17911594.17,31366.2006,119.9199999919659,0.21000000000000002,0.5212808592443932,0.557857143
Rice,2005,Winter,Jharkhand,954735.25,536165,965.2,114491851.2,200494.4025,119.92000002094822,0.21,0.5615850048482027,0.531363636
Rice,2005,Kharif,Karnataka,1075993.0,2770413,1316.2,129033080.6,225958.53,119.92000003717496,0.21,2.5747500216079473,2.50962963
Rice,2005,Rabi,Karnataka,44944.0,97483,1316.2,5389684.48,9438.24,119.92000000000002,0.21,2.1689880740477037,2.2675
Rice,2005,Summer,Karnataka,364244.0,1131350,1316.2,43680140.48,76491.24,119.91999999999999,0.21000000000000002,3.1060223366754154,3.0144
Rice,2005,Autumn,Kerala,98256.0,212520,3030.9,11782859.52,20633.76,119.92,0.21,2.162921348314607,2.096923077
Rice,2005,Summer,Kerala,21857.0,59733,3030.9,2621091.44,4589.97,119.92,0.21000000000000002,2.732900215034085,2.345714286
Rice,2005,Winter,Kerala,155629.0,357734,3030.9,18663029.68,32682.09,119.92,0.21,2.298633288140385,2.189285714
Rice,2005,Kharif,Madhya Pradesh,1700446.0,1687475,1032.7,203917484.3,357093.66,119.91999998823839,0.21,0.9923720012279131,0.881041667
Rice,2005,Kharif,Maharashtra,1473700.0,2596800,1387.2,176726104.0,309477.0,119.92,0.21,1.7620954061206486,1.215666667
Rice,2005,Summer,Maharashtra,38800.0,72200,1387.2,4652896.0,8148.0,119.92,0.21,1.8608247422680413,2.007
Rice,2005,Kharif,Manipur,166260.0,386070,1585.4,19937899.2,34914.6,119.92,0.21,2.3220858895705523,2.238888889
Rice,2005,Autumn,Meghalaya,32678.0,43762,3374.4,3918745.76,6862.38,119.91999999999999,0.21,1.3391884448252647,1.597142857
Rice,2005,Summer,Meghalaya,9791.0,39910,3374.4,1174136.72,2056.11,119.92,0.21000000000000002,4.076192421611684,2.245
Rice,2005,Winter,Meghalaya,63602.0,124605,3374.4,7627151.84,13356.42,119.92,0.21,1.9591365051413479,1.971428571
Rice,2005,Whole Year,Mizoram,56460.0,107740,2075.4,6770683.2,11856.6,119.92,0.21000000000000002,1.9082536308891251,1.9425
Rice,2005,Kharif,Nagaland,155500.0,261300,1568.6,18647560.0,32655.0,119.92,0.21,1.680385852090032,1.6425
Rice,2005,Rabi,Nagaland,900.0,1800,1568.6,107928.0,189.0,119.92,0.21,2.0,2.06
Rice,2005,Autumn,Odisha,781000.0,681000,1503.4,93657520.0,164010.0,119.92,0.21,0.8719590268886044,1.016428571
Rice,2005,Summer,Odisha,325000.0,702000,1503.4,38974000.0,68250.0,119.92,0.21,2.16,2.04
Rice,2005,Winter,Odisha,3373000.0,5475000,1503.4,404490160.0,708330.0,119.92,0.21,1.6231841091016899,1.639666667
Rice,2005,Autumn,Puducherry,5348.0,15278,1434.5875,641332.16,1123.08,119.92,0.21,2.856768885564697,2.57
Rice,2005,Summer,Puducherry,5167.0,13013,1434.5875,619626.64,1085.07,119.92,0.21,2.5184826785368686,1.845
Rice,2005,Winter,Puducherry,12410.0,25326,1434.5875,1488207.2,2606.1,119.92,0.21,2.0407735697018534,2.89
Rice,2005,Kharif,Punjab,2642000.0,10193000,566.7,316828640.0,554820.0,119.92,0.21,3.8580620741862224,3.820588235
Rice,2005,Kharif,Sikkim,9790.0,23690,2041.6,1174016.8,2055.9,119.92,0.21000000000000002,2.4198161389172625,5.3425
Rice,2005,Kharif,Tamil Nadu,2050455.0,5209433,1364.1,245890563.6,430595.55,119.92,0.21,2.540622934909569,2.895517241
Rice,2005,Kharif,Tripura,253067.0,602947,1765.9,30347794.64,53144.07,119.92,0.21,2.3825587690216423,2.305
Rice,2005,Kharif,Uttar Pradesh,5571524.0,11119095,751.9,668137158.1,1170020.04,119.92000000358969,0.21000000000000002,1.995700817227028,1.951714286
Rice,2005,Kharif,Uttarakhand,275459.0,526520,1353.3,33033043.28,57846.39,119.92,0.21,1.9114278349954077,1.62
Rice,2005,Summer,Uttarakhand,8971.0,42646,1353.3,1075802.32,1883.91,119.92,0.21000000000000002,4.753762122394382,3.89
Rice,2005,Autumn,West Bengal,288129.0,605612,1650.1,34552429.68,60507.09,119.92,0.21,2.101877978266679,2.116111111
Rice,2005,Summer,West Bengal,1381957.0,4047038,1650.1,165724283.4,290210.97,119.91999997105555,0.21,2.928483303026071,2.767222222
Rice,2005,Winter,West Bengal,4112863.0,9858092,1650.1,493214531.0,863701.23,119.92000000972558,0.21,2.396892870003207,2.317222222
Rice,2006,Kharif,Andhra Pradesh,2640870.0,6949186,845.2,337265507.7,580991.4,127.71,0.22,2.6314002582482288,2.689090909
Rice,2006,Rabi,Andhra Pradesh,1337020.0,4922944,845.2,170750824.2,294144.4,127.71,0.22000000000000003,3.6820271948063605,3.036818182
Rice,2006,Kharif,Arunachal Pradesh,123038.0,144635,1940.0,15713182.98,27068.36,127.71000000000001,0.22,1.1755311367219883,1.151875
Rice,2006,Autumn,Assam,379441.0,335708,1774.9,48458410.11,83477.02,127.71,0.22,0.884743609678448,1.028148148
Rice,2006,Summer,Assam,312471.0,630162,1774.9,39905671.41,68743.62,127.71,0.21999999999999997,2.0167055502750655,1.837037037
Rice,2006,Winter,Assam,1504647.0,1950144,1774.9,192158468.4,331022.34,127.71000001993824,0.22000000000000003,1.2960807418617124,1.269259259
Rice,2006,Autumn,Bihar,517983.0,530242,1052.8,66151608.93,113956.26,127.71,0.22,1.0236667998756717,0.962413793
Rice,2006,Summer,Bihar,109436.0,163989,1052.8,13976071.56,24075.92,127.71000000000001,0.21999999999999997,1.4984922694542928,1.45173913
Rice,2006,Winter,Bihar,2736591.0,4333716,1052.8,349490036.6,602050.02,127.70999999634583,0.22,1.5836184508390183,1.482702703
